Compound,Label,struct_file_path,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,ewald_energy_per_atom,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,gii,struct_ordered,struct_disordered,max_mm_dists,min_mm_dists,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
P3Rh,1,../data/Structures/Insulators/RhP3_CollCode_23712.cif,15.0,45.0,30.0,22.5,11.25,15.0,59.0,83.0,24.0,77.0,9.0,83.0,30.973762,102.9055,71.931738,48.95669650000001,26.974401750000006,30.973762,317.3,2237.0,1919.7,797.225,719.8875,317.3,9.0,15.0,6.0,13.5,2.25,15.0,3.0,5.0,2.0,3.5,0.75,3.0,107.0,142.0,35.0,115.75,13.125,107.0,2.19,2.28,0.08999999999999986,2.2125,0.03374999999999995,2.19,1.0,2.0,1.0,1.75,0.375,2.0,0.0,3.0,3.0,2.25,1.125,3.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,6.0,1.5,5.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,2.25,1.125,3.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,13.64,22.5702380952,8.9302380952,20.3376785714,3.3488392856999996,22.5702380952,0.0,1.625,1.625,1.21875,0.609375,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,57.75,83.625,2.0,-3.0,3.0,6.0,3.794733192202055,0.0,0.04218613832798136,1.0281240922186545,0.9156277233440372,3.162005734474262e-17,0.1655845341518133,0.16558453415181326,0.12418840061385994,0.06209420030692993,0.0891551288199491,0.0,1.0,0.0,3.99755,3.9975499999999995,3.9975499999999986,2.3407569284705936,2.3407569284705927,2.340756928470593,3.2186242980075113,2.2274348599999994,2.8867140047829443,,,,,,,15.970618003823468
AlV2O4,1,../data/Structures/Insulators/AlV2O4_CollCode_60413.cif,8.0,23.0,15.0,13.0,5.714285714285714,8.0,46.0,87.0,41.0,73.28571428571429,15.673469387755102,87.0,15.9994,50.9415,34.942099999999996,27.551734085714287,13.36558052244898,15.9994,54.8,2183.0,2128.2,788.3814285714286,838.3787755102042,54.8,5.0,16.0,11.0,12.428571428571429,4.244897959183674,16.0,2.0,4.0,2.0,2.7142857142857144,0.8163265306122449,2.0,66.0,153.0,87.0,98.71428571428571,37.38775510204082,66.0,1.61,3.44,1.8299999999999998,2.6614285714285715,0.889795918367347,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4285714285714284,1.7959183673469388,4.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.285714285714286,0.8163265306122449,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8571428571428572,1.0612244897959184,2.0,0.0,7.0,7.0,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.857142857142857,2.122448979591837,2.0,9.105,16.48,7.375,11.274285714285714,2.4791836734693873,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,104.42857142857143,105.63265306122449,12.0,-2.0,3.0,5.0,2.9776948578836393,-32.83147908671179,0.05911188397879547,1.0517228984814464,0.9051868699550588,0.0,0.18727284693979032,0.18727284693979032,0.12913627457959317,0.07379215690262456,0.09599843717518759,,1.0,0.0,2.8963093757400995,2.896309375740098,2.896309375740099,2.039840899333084,2.0398408993330817,2.0398408993330825,2.9194798507460207,2.8731389007341774,2.8963325460297433,-29.222126602807684,25.32212492521957,21.97255,38.01005,11.06577628822614,17.8016830163471,9.817068105142857
V2O5,1,../data/Structures/Insulators/V2O5_CollCode_59961.cif,8.0,23.0,15.0,12.285714285714286,6.122448979591837,8.0,46.0,87.0,41.0,75.28571428571429,16.734693877551017,87.0,15.9994,50.9415,34.942099999999996,25.982857142857142,14.26208163265306,15.9994,54.8,2183.0,2128.2,662.8571428571429,868.6530612244899,54.8,5.0,16.0,11.0,12.857142857142858,4.489795918367347,16.0,2.0,4.0,2.0,2.5714285714285716,0.816326530612245,2.0,66.0,153.0,87.0,90.85714285714286,35.51020408163266,66.0,1.63,3.44,1.81,2.922857142857143,0.7387755102040815,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.714285714285714,0.4081632653061224,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,7.0,7.0,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.4285714285714284,2.0408163265306123,2.0,9.105,13.01,3.9049999999999994,10.220714285714285,1.5938775510204075,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,74.0,88.57142857142857,12.0,-2.0,5.0,7.0,4.949747468305833,-57.60106697990659,0.1203252545161685,1.1539634198946809,0.7884684428997504,0.07306879161642763,0.1742132150161441,0.10114442339971647,0.13370655607369436,0.029941523390794218,0.23283230285964432,0.1389632880917706,1.0,0.0,3.7085558255917443,3.0694116403874685,3.358163160564233,2.308294644369718,1.5833034740149292,1.9286484529398678,3.3987494247077974,2.528953888068897,2.8166624042076855,-49.37222768945498,38.05071965046125,65.28165,128.125,58.55539574896814,6.964294343498919,11.406348500817286
PbO,1,../data/Structures/Insulators/PbO_CollCode_62842.cif,8.0,82.0,74.0,45.0,37.0,8.0,81.0,87.0,6.0,84.0,3.0,81.0,15.9994,207.2,191.20059999999998,111.5997,95.6003,15.9994,54.8,600.61,545.8100000000001,327.705,272.905,54.8,14.0,16.0,2.0,15.0,1.0,14.0,2.0,6.0,4.0,4.0,2.0,2.0,66.0,146.0,80.0,106.0,40.0,66.0,2.33,3.44,1.1099999999999999,2.885,0.5549999999999999,2.33,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,28.0,22.0,17.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,9.105,28.11,19.005,18.6075,9.5025,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,-2.0,2.0,4.0,2.8284271247461903,-18.83356095343704,,,,,,,,,,0.03575906373700554,1.0,0.0,3.9744,3.6706777378859283,3.8111570849004766,2.31148235637931,2.3114823563793077,2.311482356379308,2.8103251911478155,2.8103251911478133,2.8103251911478146,-20.61729768470708,17.04837587099491,15.032499,31.9373,13.126512758602038,8.692741461606781,19.831696404480002
Ba2TiO4,1,../data/Structures/Insulators/Ba2TiO4_CollCode_29389.cif,8.0,56.0,48.0,23.714285714285715,18.448979591836736,8.0,9.0,87.0,78.0,58.42857142857143,32.6530612244898,87.0,15.9994,137.327,121.3276,55.216942857142854,46.92003265306122,15.9994,54.8,1941.0,1886.2,594.3142857142857,616.5877551020409,54.8,2.0,16.0,14.0,10.285714285714286,6.530612244897959,16.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,66.0,215.0,149.0,122.0,64.0,66.0,0.89,3.44,2.55,2.44,1.1428571428571428,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,2.0,2.0,0.2857142857142857,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.571428571428571,1.6326530612244898,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,8.0,8.0,1.1428571428571428,1.9591836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.2857142857142856,1.6326530612244896,2.0,9.105,63.59,54.485,25.755714285714287,21.619591836734692,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.2190476190428574e-06,5.5183673469306125e-06,0.0,12.0,229.0,217.0,100.0,100.57142857142857,12.0,-2.0,4.0,6.0,3.1622776601683795,-30.58060615193827,0.08341531559803725,1.1112463612663521,0.7035910712039902,0.03998398391517548,0.18793147040539027,0.14794748649021477,0.1274391282302319,0.03297652791298587,0.1271897609963913,0.14839880422948115,1.0,0.0,5.608618790249221,4.753284471238454,5.175454521237109,1.8360358234128673,1.7884412913901981,1.8136005205544048,3.8235916488518287,2.8666677483094247,3.3049339542120397,-43.26824454653283,23.01801486982322,43.26717,99.299,53.24953330684735,7.368459859400223,17.587729601904762
SrLaCoO4,1,../data/Structures/Insulators/LaSrCoO4_CollCode_415838.cif,8.0,57.0,49.0,22.0,16.0,8.0,8.0,87.0,79.0,61.0,29.714285714285715,87.0,15.9994,138.90547,122.90607000000001,49.92232357142857,38.769055510204076,15.9994,54.8,1768.0,1713.2,604.3142857142857,628.0163265306122,54.8,2.0,16.0,14.0,11.142857142857142,5.551020408163266,16.0,2.0,6.0,4.0,3.2857142857142856,1.4693877551020407,2.0,66.0,207.0,141.0,113.14285714285714,53.877551020408156,66.0,0.95,3.44,2.49,2.5271428571428567,1.043265306122449,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,7.0,7.0,1.1428571428571428,1.6734693877551021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.428571428571429,1.673469387755102,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,9.0,9.0,1.7142857142857142,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.857142857142857,1.7959183673469388,2.0,9.105,54.23,45.125,19.684642857142858,14.788061224489796,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.22121017142857144,0.3792174367346939,0.0,12.0,225.0,213.0,94.42857142857143,94.20408163265304,12.0,-2.0,3.0,5.0,2.9776948578836393,-29.187503121351913,0.07711619516611931,1.087211434294873,0.7825839930205467,0.03415992205453174,0.1245978648573092,0.09043794280277745,0.07631253504743937,0.03469021221409253,0.20367511415663705,,0.0,1.0,3.8073,3.8072999999999997,3.8072999999999997,2.0562001200000033,1.9036499999999996,1.9545000399999999,3.4398716807026517,2.692167648011542,2.934066777486983,-37.43182303712603,23.503015729638882,33.5,51.27,13.987884064822843,12.356588791168779,12.949998822715502
CrO3,1,../data/Structures/Insulators/CrO3_CollCode_16031.cif,8.0,24.0,16.0,12.0,6.0,8.0,49.0,87.0,38.0,77.5,14.25,87.0,15.9994,51.9961,35.9967,24.998575,13.498762499999998,15.9994,54.8,2180.0,2125.2,586.1,796.95,54.8,6.0,16.0,10.0,13.5,3.75,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,139.0,73.0,84.25,27.375,66.0,1.66,3.44,1.78,2.995,0.6675,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.5,2.0,9.105,11.19,2.084999999999999,9.62625,0.7818749999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,-2.0,6.0,8.0,5.656854249492381,-69.43430890137456,0.1528554150496122,1.1317574073833419,0.6942891699007754,0.10770162339827628,0.23810523033280578,0.13040360693452951,0.1688896336055293,0.034607798363638226,0.2423918630567641,0.18314883829798853,1.0,0.0,3.314767679961358,3.3147676799613577,3.314767679961358,1.7478547582860293,1.5755423320118944,1.6627085444831,3.4130819518840507,2.5644569944310045,2.935674003491705,-62.273538836692495,35.92659512311236,90.6349,160.29,65.31100973779257,-8.805939291487523,14.709069589937501
YFeO3,1,../data/Structures/Insulators/YFeO3_CollCode_230817.cif,8.0,39.0,31.0,17.8,11.76,8.0,12.0,87.0,75.0,65.6,25.68,87.0,15.9994,88.90585,72.90645,38.54981,27.060492,15.9994,54.8,1811.0,1756.2,754.88,840.0959999999999,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,190.0,124.0,104.0,45.6,66.0,1.22,3.44,2.2199999999999998,2.6740000000000004,0.9192,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.4,1.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.8,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,32.365,23.26,14.081999999999999,7.313199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,3.0,5.0,3.2732683535398857,-33.72707457578296,0.06026837482035291,1.0493229214072406,0.8493290629491179,0.017991404500643085,0.16555454666650615,0.14756314216586308,0.11064166082126584,0.043645275451232014,0.10664951908810295,0.11780630150071195,1.0,0.0,3.845421023113074,3.803,3.8242105115565375,2.061825264951343,1.996264630079307,2.0186567003359794,3.187401673676514,2.78524861230676,2.88370645580071,-35.67700413999129,23.841006798017595,30.651,54.91,20.493608435784296,14.022911701882919,11.228610897693
MgO,1,../data/Structures/Insulators/MgO_CollCode_9863.cif,8.0,12.0,4.0,10.0,2.0,8.0,68.0,87.0,19.0,77.5,9.5,68.0,15.9994,24.305,8.3056,20.1522,4.1528,15.9994,54.8,923.0,868.2,488.9,434.1,54.8,2.0,16.0,14.0,9.0,7.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,66.0,141.0,75.0,103.5,37.5,66.0,1.31,3.44,2.13,2.375,1.065,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.105,22.89,13.785,15.9975,6.8925,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0,-2.0,2.0,4.0,2.8284271247461903,-23.86946390111124,1.6653345369377348e-16,1.0000000000000002,1.0,0.0,2.1061854866021473e-16,2.1061854866021473e-16,5.704252359547482e-17,7.678801253236996e-17,1.895000794610788e-16,0.00798668752062126,1.0,0.0,2.9818692962636706,2.98186929626367,2.9818692962636706,2.1085,2.1085,2.1085,2.9818692962636706,2.98186929626367,2.9818692962636706,-23.869395886525865,23.86939588652587,15.035271,80.1436,60.27926086544328,18.163371123537853,9.373910789124997
SrZrO3,1,../data/Structures/Insulators/SrZrO3_CollCode_173398.cif,8.0,40.0,32.0,20.4,14.88,8.0,8.0,87.0,79.0,62.6,29.279999999999994,87.0,15.9994,91.224,75.22460000000001,45.36844,35.242848,15.9994,54.8,2128.0,2073.2,668.48,736.4159999999999,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,195.0,129.0,113.6,57.120000000000005,66.0,0.95,3.44,2.49,2.5200000000000005,1.1039999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.8,2.0799999999999996,2.0,9.105,54.23,45.125,20.948,14.211599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2.0,4.0,6.0,3.3806170189140663,-34.428952560600614,0.07563854127702736,1.0805115715785578,0.8109036468074319,0.02047553628485256,0.1415765629025552,0.12110102661770263,0.09871566096134135,0.04090489334514112,0.13269593239944616,0.10059544291163769,1.0,0.0,4.101861700496496,4.0982,4.100030850248248,2.130648764093287,2.0341210955477185,2.092947975196591,3.6883800000000004,2.8181674299606274,3.0849914342341798,-42.33255232046984,22.716630710327546,34.41836,80.348,42.41755667040063,16.039926794379923,13.790583486296004
Al2O3,1,../data/Structures/Insulators/Al2O3_CollCode_31545.cif,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,-2.0,3.0,5.0,3.5355339059327378,-37.74301246347715,,,,,,,,,,0.05422856717131365,1.0,0.0,3.502320797263504,2.659320221999998,3.209199252951914,1.97436912925255,1.8561888954503505,1.915279012351449,2.8682656891583065,2.5279264908779995,2.7240101262901395,-36.548495660755876,26.356889634646308,28.447642,119.9924,87.0577664282692,19.228623222137635,8.523150058398592
Fe2O3,1,../data/Structures/Insulators/Fe2O3_CollCode_15840.cif,8.0,26.0,18.0,15.2,8.64,8.0,55.0,87.0,32.0,74.2,15.36,87.0,15.9994,55.845,39.8456,31.93764,19.125887999999996,15.9994,54.8,1811.0,1756.2,757.28,842.976,54.8,8.0,16.0,8.0,12.8,3.84,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,132.0,66.0,92.4,31.68,66.0,1.83,3.44,1.6099999999999999,2.7960000000000003,0.7727999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.8,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8,0.96,2.0,9.105,10.73,1.625,9.755,0.78,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.84426512,1.0131181439999999,0.0,12.0,229.0,217.0,98.8,104.16,12.0,-2.0,3.0,5.0,3.5355339059327378,-35.71605500556416,,,,,,,,,,0.018930248544794616,1.0,0.0,3.7052714400492284,2.900383199999993,3.39517989500089,2.116156770311742,1.945668513128748,2.030912641720244,3.03547100804421,2.6693054151739384,2.8818473445883743,-34.651026954906364,24.876001302542043,30.651,54.91,20.01779616240593,14.074976220607814,10.090733055880628
Sr2VO4,1,../data/Structures/Insulators/Sr2VO4_CollCode_71450.cif,8.0,38.0,30.0,18.714285714285715,12.244897959183675,8.0,8.0,87.0,79.0,58.57142857142857,32.48979591836735,87.0,15.9994,87.62,71.62060000000001,41.45415714285714,29.091151020408166,15.9994,54.8,2183.0,2128.2,643.1714285714286,672.4244897959185,54.8,2.0,16.0,14.0,10.428571428571429,6.36734693877551,16.0,2.0,5.0,3.0,3.142857142857143,1.3061224489795917,2.0,66.0,195.0,129.0,115.28571428571429,56.326530612244895,66.0,0.95,3.44,2.49,2.4699999999999998,1.1085714285714285,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,3.0,3.0,0.42857142857142855,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.714285714285714,1.5510204081632655,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.142857142857143,1.3877551020408163,2.0,9.105,54.23,45.125,22.555714285714284,18.099591836734692,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,103.85714285714286,104.9795918367347,12.0,-2.0,4.0,6.0,3.1622776601683795,-31.882860147486774,,,,,,,,,,0.24650463191849406,1.0,0.0,3.837,3.836999999999999,3.8369999999999997,1.9846451000000016,1.918499999999999,1.9405483666666667,3.5667185083793838,2.713168719412782,2.950140132094834,-44.952153714474406,25.704025311925257,46.709,65.28165,14.819809238988789,8.815960501347067,13.217712125785718
